Port_Key,Port_Name,Country_Key
3429,Port of Vizhinjam (Vizhinjam International Seaport),61
3430,"Port of Vladivostok, Free port of Vladivostok",61
3431,Port of Volos,61
3432,"Port of Wilmington, North Carolina",61
3433,Port of Xiamen,61
3434,Port of Yalova,61
3435,Port of Yantai,61
3436,Port of Zeebrugge,61
3437,Port Said - East Terminal,61
3438,"PortMiami, Miami, Florida",61
3439,Ports of Auckland,61
3440,Ports of Bahia Blanca,61
3441,Ports of Stockholm,61
3442,Portsmouth,61
3443,Qasim Freight Station,61
3444,Qasim International container terminal,61
3445,"Red Hook Marine Terminal, Brooklyn, New York",61
3446,Rheinhafengesellschaft Weil am Rhein mbH,61
3447,Riyadh Dry Port,61
3448,"Royal Portbury Dock, Bristol",61
3449,Saigon Port,61
3450,Sapangar Container Port,61
3451,"Seaforth Dock, Liverpool",61
3452,"Semayang Harbor, Balikpapan",61
3453,SOHAR Port,61
3454,South Asia Pakistan terminals,61
3455,Tanger-Med,61
3456,"Tenau Port, Kupang",61
3457,Toamasina Autonomous Port,61
3458,"Virginia Inland Port, Front Royal, Virginia",61
3459,"Vostochny Port, Vrangel",61
3460,"Wilmington Marine Terminal, Delaware",61
3461,Aalborg,62
3462,Abu Dhabi,62
3463,Dublin Port,62
3464,"Dwikora Harbour, Pontianak",62
3465,Fredericia,62
3466,Fujairah Port,62
3467,Hai Phong,62
3468,Jebel Ali,62
3469,Kaliningrad Sea Commercial Port,62
3470,Karachi International container terminal,62
3471,"King Abdul Aziz Sea Port, Dammam",62
3472,Louisiana International Gulf Transfer Terminal Regional Center,62
3473,Napier Port,62
3474,Port of Ä°skenderun,62
3475,Port of Adelaide,62
3476,Port of Alexandroupoli,62
3477,Port of Antwerp,62
3478,Port of Ashdod,62
3479,Port of Bandar-kohemini,62
3480,Port of Bangkok,62
3481,Port of Bar,62
3482,Port of Bremen/Bremerhaven,62
3483,Port of Brisbane,62
3484,Port of Buenaventura,62
3485,Port of Cabinda,62
3486,"Port of CristÃ³bal, ColÃ³n",62
3487,Port of Dalian,62
3488,Port of Dar Es Salaam,62
3489,Port of Djen Djen,62
3490,Port of Djibouti,62
3491,Port of Dubai,62
3492,Port of Durres,62
3493,Port of Eilat,62
3494,Port of Ensenada,62
3495,Port of Gdynia,62
3496,Port of Germersheim,62
3497,Port of Haifa,62
3498,"Port of Hueneme, California",62
3499,Port of Ilo,62
3500,Port of Incheon,62
3501,Port of Kakinada,62
3502,Port of Kavala,62
3503,Port of Kolkata (Syama Prasad Mookerjee Port),62
3504,Port of La Spezia,62
3505,Port of LÃ¡zaro CÃ¡rdenas,62
3506,"Port of LeixÃµes, Porto",62
3507,Port of Lirquen,62
3508,"Port of Long Beach, California",62
3509,"Port of Makassar, Makassar",62
3510,Port of Maputo,62
3511,Port of Melbourne,62
3512,Port of Mersin,62
3513,Port of Nacala,62
3514,Port of Nanaimo,62
3515,Port of Ningbo,62
3516,Port of Osaka,62
3517,Port of Palermo,62
3518,Port of Pipavav,62
3519,Port of PloÄ?e,62
3520,"Port of Port Lavaca, Texas",62
3521,Port of Qingdao,62
3522,Port of Rauma,62
3523,Port of Saint Petersburg,62
3524,Port of Salalah,62
3525,"Port of Savannah, Georgia",62
3526,"Port of SetÃºbal, Setubal",62
3527,Port of Singapore,62
3528,Port of Soyo,62
3529,Port of Sudan,62
3530,"Port of Tacoma, Washington",62
3531,Port of Tarragona,62
3532,Port of Tokyo,62
3533,Port of Valparaiso,62
3534,Port of Visakhapatnam,62
3535,"Port of Vladivostok, Free port of Vladivostok",62
3536,Port of Yalova,62
3537,Port of Yantai,62
3538,Ports of Auckland,62
3539,Qasim Freight Station,62
3540,Saigon Port,62
3541,Sapangar Container Port,62
3542,"Semayang Harbor, Balikpapan",62
3543,Toamasina Autonomous Port,62
3544,Abu Dhabi,64
3545,Agadir Port,64
3546,Alexandria Port,64
3547,"APM Terminals, Portsmouth, Virginia",64
3548,Damietta,64
3549,El-Dekhila,64
3550,Havana Harbor,64
3551,"Howland Hook Marine Terminal, Staten Island, New York",64
3552,Jebel Ali,64
3553,Jeddah Seaport,64
3554,Kaliningrad Sea Commercial Port,64
3555,London Gateway,64
3556,London Thamesport,64
3557,Manzanillo International Terminal,64
3558,Marseille-Fos Port,64
3559,Pakistan International Container Terminal,64
3560,PEARL TCDT,64
3561,Penang Port,64
3562,Port Botany,64
3563,"Port Chalmers, Dunedin",64
3564,"Port Jersey Marine Terminal, Jersey City, New Jersey",64
3565,Port Klang,64
3566,Port Nelson,64
3567,Port of Ä°skenderun,64
3568,Port of Adelaide,64
3569,Port of Algeciras,64
3570,Port of Algiers,64
3571,Port of Altamira,64
3572,Port of Amboim,64
3573,Port of Antalya,64
3574,Port of Antofagasta,64
3575,Port of Antwerp,64
3576,Port of Aqaba,64
3577,Port of Bandar-Abbas,64
3578,Port of Bandar-kohemini,64
3579,Port of Bar,64
3580,"Port of Barranquilla, Cartagena",64
3581,Port of Beira,64
3582,Port of Beirut,64
3583,Port of Bergen,64
3584,Port of Bilbao,64
3585,Port of Buenos Aires,64
3586,Port of Centro,64
3587,Port of Chittagong,64
3588,"Port of Cirebon, Cirebon",64
3589,Port of Dalian,64
3590,Port of Dar Es Salaam,64
3591,Port of Djen Djen,64
3592,Port of Dock Sud,64
3593,Port of Durban,64
3594,Port of Durres,64
3595,Port of Eilat,64
3596,Port of Ensenada,64
3597,Port of Fukuyama,64
3598,Port of Gdynia,64
3599,Port of Haifa,64
3600,Port of Haldia,64
3601,Port of Hamad,64
3602,Port of Hamburg,64
3603,Port of Heraklion,64
3604,Port of Hiroshima,64
3605,Port of Hong Kong,64
3606,"Port of Hueneme, California",64
3607,Port of Incheon,64
3608,Port of Iquique,64
3609,Port of Kavala,64
3610,Port of Keelung,64
3611,Port of Khor Fakkan,64
3612,Port of Kobe,64
3613,Port of Kochi,64
3614,Port of La Spezia,64
3615,Port of LÃ¡zaro CÃ¡rdenas,64
3616,Port of Latakia,64
3617,Port of Limassol,64
3618,"Port of Long Beach, California",64
3619,"Port of Makassar, Makassar",64
3620,Port of Maputo,64
3621,Port of Matarani,64
3622,"Port of Mobile, Alabama",64
3623,Port of Mombasa,64
3624,Port of Muuga,64
3625,Port of Nanaimo,64
3626,Port of Naples,64
3627,Port of Ningbo,64
3628,"Port of Oakland, California",64
3629,Port of Paramaribo,64
3630,Port of ParanaguÃ¡,64
3631,"Port of Piraeus, Athens",64
3632,Port of PloÄ?e,64
3633,Port of Port Elizabeth,64
3634,Port of Prince Rupert,64
3635,Port of Progreso,64
3636,Port of Qingdao,64
3637,Port of Rauma,64
3638,Port of Rio Haina (Haina Occidental Port),64
3639,Port of Rotterdam,64
3640,Port of Saint Petersburg,64
3641,Port of Salalah,64
3642,Port of Salerno,64
3643,Port of Salvador,64
3644,Port of San Antonio,64
3645,"Port of San Juan, Puerto Rico",64
3646,Port of Santa Fe,64
3647,Port of Santos,64
3648,"Port of Savannah, Georgia",64
3649,"Port of SetÃºbal, Setubal",64
3650,Port of Sharjah,64
3651,Port of Singapore,64
3652,Port of Southampton,64
3653,Port of Soyo,64
3654,Port of Split - Rijeka Gateway,64
3655,Port of Sudan,64
3656,Port of Suzhou,64
3657,Port of Taichung,64
3658,Port of Talcahuano,64
3659,Port of Tallinn,64
3660,"Port of Tanjung Mas, Semarang",64
3661,"Port of Tanjung Perak, Surabaya",64
3662,Port of Tartus,64
3663,Port of TekirdaÄŸ,64
3664,Port of Tianjin,64
3665,"Port of Tilbury, London",64
3666,Port of Tokyo,64
3667,Port of Trieste,64
3668,Port of Valletta,64
3669,Port of Veracruz,64
3670,Port of Vitoria,64
3671,Port of Vizhinjam (Vizhinjam International Seaport),64
3672,Port of Volos,64
3673,Port of Xiamen,64
3674,Port of Yalova,64
3675,Port of Yingkou,64
3676,Port of Yokohama,64
3677,Port of Zeebrugge,64
3678,Port Qasim,64
3679,"PortMiami, Miami, Florida",64
3680,Ports of Auckland,64
3681,Portsmouth,64
3682,Qasim Freight Station,64
3683,Qasim International container terminal,64
3684,"Red Hook Marine Terminal, Brooklyn, New York",64
3685,Rheinhafengesellschaft Weil am Rhein mbH,64
3686,"Royal Portbury Dock, Bristol",64
3687,Saigon Port,64
3688,Sapangar Container Port,64
3689,Sokhna,64
3690,Aalborg,66
3691,Aarhus,66
3692,Agadir Port,66
3693,"APM Terminals, Portsmouth, Virginia",66
3694,"Bayport Terminal, Houston, Texas",66
3695,Casablanca Port,66
3696,Cayenne (French Guiana),66
3697,Copenhagen MalmÃ¶ Port,66
3698,Da Nang,66
3699,Damietta,66
3700,DCT GdaÅ„sk,66
3701,"Dwikora Harbour, Pontianak",66
3702,El-Dekhila,66
3703,Fredericia,66
3704,Freeport of Riga,66
3705,Grangemouth,66
3706,Gwader Port,66
3707,Hai Phong,66
3708,Havana Harbor,66
3709,"Helen Delich Bentley Port of Baltimore, Maryland",66
3710,Jebel Ali,66
3711,Kaliningrad Sea Commercial Port,66
3712,Kalundborg,66
3713,Karachi International container terminal,66
3714,Karachi Port,66
3715,"King Abdul Aziz Sea Port, Dammam",66
3716,"Kingston Container Terminal (Port of Kingston), Kingston",66
3717,LÃ¼beck Hafen-Gesellschaft,66
3718,London Gateway,66
3719,London Thamesport,66
3720,Louisiana International Gulf Transfer Terminal Regional Center,66
3721,Marseille-Fos Port,66
3722,Multimodal Caucedo Port,66
3723,Muscat,66
3724,Nantes â€“ Saint Nazaire Port,66
3725,Napier Port,66
3726,"Newport News Marine Terminal, Newport News, Virginia",66
3727,"Norfolk International Terminals, Norfolk, Virginia",66
3728,PAKISTAN INTERNATIONAL BULK TERMINAL LIMITED,66
3729,Pakistan International Container Terminal,66
3730,PEARL TCDT,66
3731,Penang Port,66
3732,Port Botany,66
3733,"Port Chalmers, Dunedin",66
3734,"Port Everglades, Florida",66
3735,Port Metro Vancouver,66
3736,Port Nelson,66
3737,"Port Newark-Elizabeth Marine Terminal, New Jersey",66
3738,Port of Ä°skenderun,66
3739,Port of Ä°zmir,66
3740,"Port of AlcÃ¢ntara, Lisbon",66
3741,Port of Alexandroupoli,66
3742,Port of Algeciras,66
3743,Port of Algiers,66
3744,Port of AliaÄŸa,66
3745,Port of Altamira,66
3746,Port of AmbarlÄ±,66
3747,"Port of Anchorage, Alaska",66
3748,Port of Antofagasta,66
3749,Port of Antwerp,66
3750,"Port of Apapa, Lagos",66
3751,Port of Aqaba,66
3752,"Port of Arica, Arica",66
3753,Port of Ashdod,66
3754,Port of Balboa,66
3755,Port of Bandar-kohemini,66
3756,Port of Bangkok,66
3757,Port of Barcelona,66
3758,Port of Beira,66
3759,"Port of Belawan, Medan",66
3760,Port of Belfast,66
3761,Port of Bergen,66
3762,Port of Bilbao,66
3763,"Port of Boston, Massachusetts",66
3764,Port of Bremen/Bremerhaven,66
3765,Port of Brisbane,66
3766,Port of Buenaventura,66
3767,Port of Buenos Aires,66
3768,Port of Busan,66
3769,Port of Cabinda,66
3770,"Port of Callao, Lima",66
3771,Port of Cape Town,66
3772,Port of Centro,66
3773,"Port of Charleston, South Carolina",66
3774,Port of Chennai,66
3775,Port of Chittagong,66
3776,"Port of Cirebon, Cirebon",66
3777,Port of Civitavecchia,66
3778,Port of Colombo,66
3779,Port of ConstanÅ£a,66
3780,Port of Cork,66
3781,Port of Coronel,66
3782,"Port of CristÃ³bal, ColÃ³n",66
3783,Port of Dakar,66
3784,Port of Dalian,66
3785,Port of Dar Es Salaam,66
3786,Port of Djen Djen,66
3787,Port of Djibouti,66
3788,Port of Dock Sud,66
3789,Port of Dubai,66
3790,Port of Dunkirk,66
3791,Port of Durban,66
3792,Port of Durres,66
3793,Port of East London,66
3794,Port of Felixstowe,66
3795,Port of Foshan,66
3796,Port of Fremantle,66
3797,Port of Fukuoka,66
3798,Port of Fukuyama,66
3799,Port of Gdynia,66
3800,"Port of Gemlik, Gemlik",66
3801,Port of Genoa,66
3802,Port of Germersheim,66
3803,Port of Gioia Tauro,66
3804,Port of Gothenburg,66
3805,Port of Guangzhou,66
3806,Port of Haldia,66
3807,Port of Halifax,66
3808,Port of Hamad,66
3809,Port of Hamburg,66
3810,Port of Hamina-Kotka,66
3811,Port of Hazira,66
3812,Port of Hiroshima,66
3813,Port of Hong Kong,66
3814,Port of Ilo,66
3815,Port of Immingham,66
3816,Port of Incheon,66
3817,Port of Iquique,66
3818,Port of Istanbul,66
3819,Port of Izmit,66
3820,Port of Jubail (King Fahad Industrial Port),66
3821,Port of Kakinada,66
3822,Port of Kaohsiung,66
3823,Port of Kavala,66
3824,Port of Keelung,66
3825,Port of Khor Fakkan,66
3826,Port of KlaipÄ—da,66
3827,Port of Kobe,66
3828,Port of Kocaeli,66
3829,Port of Kochi,66
3830,Port of Kolkata (Syama Prasad Mookerjee Port),66
3831,Port of Kollam,66
3832,Port of Koper,66
3833,Port of Krishnapatnam,66
3834,Port of La Plata,66
3835,Port of La Spezia,66
3836,Port of Laem Chabang,66
3837,Port of Las Palmas,66
3838,Port of Latakia,66
3839,Port of Le Havre,66
3840,"Port of LeixÃµes, Porto",66
3841,Port of Lianyungang,66
3842,Port of Limassol,66
3843,Port of Lirquen,66
3844,Port of Livorno/Leghorn,66
3845,Port of Lobito,66
3846,"Port of Los Angeles, California",66
3847,Port of Luanda,66
3848,Port of Manila,66
3849,Port of Manzanillo,66
3850,Port of Maputo,66
3851,Port of Marghera,66
3852,Port of Matarani,66
3853,Port of Melbourne,66
3854,Port of Mersin,66
3855,Port of Mombasa,66
3856,Port of Montevideo,66
3857,Port of Montreal,66
3858,Port of Morelos,66
3859,Port of Mundra,66
3860,Port of Muuga,66
3861,Port of Nacala,66
3862,Port of Namibe,66
3863,Port of Nanaimo,66
3864,Port of Naples,66
3865,"Port of New Orleans, Louisiana",66
3866,Port of Ningbo,66
3867,Port of Novorossiysk,66
3868,Port of Odesa,66
3869,Port of Osaka,66
3870,Port of Oslo,66
3871,Port of Palermo,66
3872,Port of Pangaon,66
3873,Port of Paramaribo,66
3874,Port of Pipavav,66
3875,Port of PloÄ?e,66
3876,Port of Pori,66
3877,Port of Port Elizabeth,66
3878,Port of Prince Rupert,66
3879,Port of Progreso,66
3880,Port of Qingdao,66
3881,Port of Rauma,66
3882,Port of Richards Bay,66
3883,Port of Rijeka,66
3884,Port of Rio de Janeiro,66
3885,Port of Rio Haina (Haina Occidental Port),66
3886,Port of Rotterdam,66
3887,Port of Saint John,66
3888,Port of Saint Petersburg,66
3889,Port of Salalah,66
3890,Port of Salvador,66
3891,Port of Samsun,66
3892,Port of San Antonio,66
3893,"Port of San Juan, Puerto Rico",66
3894,Port of Santa Fe,66
3895,Port of Santa Marta,66
3896,Port of Santos,66
3897,"Port of Savannah, Georgia",66
3898,"Port of Seattle, Washington",66
3899,Port of Sepetiba,66
3900,"Port of SetÃºbal, Setubal",66
3901,Port of Shanghai,66
3902,Port of Sharjah,66
3903,Port of Shenzhen,66
3904,"Port of Sines, Sines",66
3905,Port of Singapore,66
3906,Port of Southampton,66
3907,Port of Soyo,66
3908,Port of Split - Adriatic Gate Container Terminal,66
3909,Port of Split - Rijeka Gateway,66
3910,Port of Sudan,66
3911,Port of Suzhou,66
3912,Port of Taichung,66
3913,Port of Talcahuano,66
3914,Port of Tallinn,66
3915,"Port of Tampa, Florida",66
3916,"Port of Tanjung Mas, Semarang",66
3917,Port of Tanjung Pelepas,66
3918,"Port of Tanjung Perak, Surabaya",66
3919,"Port of Tanjung Priok, Jakarta",66
3920,Port of Taranto,66
3921,Port of Tarragona,66
3922,Port of Tartus,66
3923,Port of Tauranga,66
3924,Port of TekirdaÄŸ,66
3925,Port of Thessaloniki,66
3926,Port of Tianjin,66
3927,"Port of Tilbury, London",66
3928,"Port of Tincan, Lagos",66
3929,Port of Tokyo,66
3930,Port of Trieste,66
3931,Port of Tripoli,66
3932,"Port of Trisakti, Banjarmasin",66
3933,Port of Tuticorin (V. O. Chidambaranar Port),66
3934,Port of Valencia,66
3935,Port of Valletta,66
3936,Port of Valparaiso,66
3937,Port of Veracruz,66
3938,Port of Visakhapatnam,66
3939,Port of Vitoria,66
3940,Port of Vizhinjam (Vizhinjam International Seaport),66
3941,"Port of Vladivostok, Free port of Vladivostok",66
3942,Port of Volos,66
3943,"Port of Wilmington, North Carolina",66
3944,Port of Xiamen,66
3945,Port of Yalova,66
3946,Port of Yantai,66
3947,Port of Yokohama,66
3948,Port of Zeebrugge,66
3949,Port Said - East Terminal,66
3950,Port Said - West Port,66
3951,"PortMiami, Miami, Florida",66
3952,Ports of Auckland,66
3953,Ports of Bahia Blanca,66
3954,Qasim International container terminal,66
3955,"Red Hook Marine Terminal, Brooklyn, New York",66
3956,Rheinhafengesellschaft Weil am Rhein mbH,66
3957,Riyadh Dry Port,66
3958,"Royal Portbury Dock, Bristol",66
3959,Saigon Port,66
3960,Sapangar Container Port,66
3961,"Seaforth Dock, Liverpool",66
3962,"Semayang Harbor, Balikpapan",66
3963,SOHAR Port,66
3964,Sokhna,66
3965,South Asia Pakistan terminals,66
3966,Tanger-Med,66
3967,"Tenau Port, Kupang",66
3968,Toamasina Autonomous Port,66
3969,"Wilmington Marine Terminal, Delaware",66
3970,Aalborg,70
3971,Aarhus,70
3972,"APM Terminals, Portsmouth, Virginia",70
3973,"Bayport Terminal, Houston, Texas",70
3974,Casablanca Port,70
3975,Copenhagen MalmÃ¶ Port,70
3976,Da Nang,70
3977,DCT GdaÅ„sk,70
3978,Dublin Port,70
3979,"Dwikora Harbour, Pontianak",70
3980,Fredericia,70
3981,Freeport of Riga,70
3982,Gwader Port,70
3983,Havana Harbor,70
3984,"Helen Delich Bentley Port of Baltimore, Maryland",70
3985,"Howland Hook Marine Terminal, Staten Island, New York",70
3986,Kaliningrad Sea Commercial Port,70
3987,Karachi International container terminal,70
3988,London Thamesport,70
3989,Louisiana International Gulf Transfer Terminal Regional Center,70
3990,"Malta Freeport, Birzebbuga",70
3991,Manzanillo International Terminal,70
3992,Marseille-Fos Port,70
3993,Muscat,70
3994,Napier Port,70
3995,"Norfolk International Terminals, Norfolk, Virginia",70
3996,"Port Chalmers, Dunedin",70
3997,"Port Jersey Marine Terminal, Jersey City, New Jersey",70
3998,"Port Newark-Elizabeth Marine Terminal, New Jersey",70
3999,Port of Ä°skenderun,70
4000,Port of Adelaide,70
4001,Port of Alexandroupoli,70
4002,Port of Amboim,70
4003,Port of Amsterdam,70
4004,"Port of Anchorage, Alaska",70
4005,Port of Antofagasta,70
4006,Port of Antwerp,70
4007,"Port of Apapa, Lagos",70
4008,"Port of Arica, Arica",70
4009,Port of Ashdod,70
4010,Port of Bandar-kohemini,70
4011,Port of Bangkok,70
4012,Port of Bar,70
4013,Port of Bergen,70
4014,Port of Bilbao,70
4015,Port of Brisbane,70
4016,Port of Buenaventura,70
4017,Port of Buenos Aires,70
4018,Port of Busan,70
4019,"Port of Charleston, South Carolina",70
4020,Port of Chennai,70
4021,Port of Chittagong,70
4022,"Port of Cirebon, Cirebon",70
4023,Port of Colombo,70
4024,Port of ConstanÅ£a,70
4025,Port of Cork,70
4026,Port of Coronel,70
4027,"Port of CristÃ³bal, ColÃ³n",70
4028,Port of Dalian,70
4029,Port of East London,70
4030,Port of Ensenada,70
4031,Port of Felixstowe,70
4032,Port of Fremantle,70
4033,Port of Fukuoka,70
4034,"Port of Gemlik, Gemlik",70
4035,Port of Germersheim,70
4036,Port of Gioia Tauro,70
4037,Port of Guangzhou,70
4038,Port of Haldia,70
4039,Port of Halifax,70
4040,Port of Hamad,70
4041,Port of Hamburg,70
4042,Port of Hamina-Kotka,70
4043,Port of Helsinki,70
4044,Port of Hiroshima,70
4045,Port of Ilo,70
4046,Port of Iquique,70
4047,Port of Istanbul,70
4048,Port of Izmit,70
4049,Port of Jubail (King Fahad Industrial Port),70
4050,Port of Kakinada,70
4051,Port of Kaohsiung,70
4052,Port of Kavala,70
4053,Port of Khor Fakkan,70
4054,Port of Kobe,70
4055,Port of Kocaeli,70
4056,Port of Kochi,70
4057,Port of Koper,70
4058,Port of Krishnapatnam,70
4059,Port of Laem Chabang,70
4060,Port of Las Palmas,70
4061,Port of Latakia,70
4062,Port of Lianyungang,70
4063,Port of Limassol,70
4064,"Port of Los Angeles, California",70
4065,Port of Manila,70
4066,Port of Manzanillo,70
4067,Port of Mazatlan,70
4068,Port of Melbourne,70
4069,Port of Mersin,70
4070,Port of Mundra,70
4071,Port of Naples,70
4072,Port of Ngqura,70
4073,Port of Ningbo,70
4074,Port of Osaka,70
4075,Port of Pipavav,70
4076,Port of PloÄ?e,70
4077,Port of Pori,70
4078,Port of Port Elizabeth,70
4079,Port of Qingdao,70
4080,Port of Rio de Janeiro,70
4081,Port of Rotterdam,70
4082,Port of Salalah,70
4083,Port of Samsun,70
4084,Port of San Antonio,70
4085,Port of Santa Fe,70
4086,"Port of Seattle, Washington",70
4087,Port of Sepetiba,70
4088,Port of Shanghai,70
4089,Port of Sharjah,70
4090,Port of Southampton,70
4091,Port of Soyo,70
4092,Port of Split - Adriatic Gate Container Terminal,70
4093,Port of Split - Rijeka Gateway,70
4094,Port of Sudan,70
4095,Port of Suzhou,70
4096,"Port of Tacoma, Washington",70
4097,Port of Taichung,70
4098,Port of Talcahuano,70
4099,"Port of Tampa, Florida",70
4100,Port of Tanjung Pelepas,70
4101,Port of Taranto,70
4102,Port of Tartus,70
4103,Port of Tauranga,70
4104,Port of TekirdaÄŸ,70
4105,"Port of Tincan, Lagos",70
4106,Port of Tokyo,70
4107,Port of Tripoli,70
4108,Port of Tuticorin (V. O. Chidambaranar Port),70
4109,Port of Valencia,70
4110,Port of Visakhapatnam,70
4111,Port of Vitoria,70
4112,Port of Vizhinjam (Vizhinjam International Seaport),70
4113,"Port of Vladivostok, Free port of Vladivostok",70
4114,Port of Volos,70
4115,Port of Xiamen,70
4116,Port of Yalova,70
4117,Port of Yingkou,70
4118,Port of Zeebrugge,70
4119,Port Qasim,70
4120,Port Said - West Port,70
4121,Ports of Auckland,70
4122,Ports of Bahia Blanca,70
4123,Portsmouth,70
4124,Qasim Freight Station,70
4125,"Red Hook Marine Terminal, Brooklyn, New York",70
4126,Rheinhafengesellschaft Weil am Rhein mbH,70
4127,"Seaforth Dock, Liverpool",70
4128,"Semayang Harbor, Balikpapan",70
4129,Toamasina Autonomous Port,70
4130,"Virginia Inland Port, Front Royal, Virginia",70
4131,"Wilmington Marine Terminal, Delaware",70
4132,Abu Dhabi,76
4133,Alexandria Port,76
4134,"APM Terminals, Portsmouth, Virginia",76
4135,"Bayport Terminal, Houston, Texas",76
4136,Cayenne (French Guiana),76
4137,"CentrePort Wellington, Wellington Harbour",76
4138,Copenhagen MalmÃ¶ Port,76
4139,Da Nang,76
4140,Damietta,76
4141,Dublin Port,76
4142,"Dwikora Harbour, Pontianak",76
4143,El-Dekhila,76
4144,Fredericia,76
4145,Grangemouth,76
4146,Gwader Port,76
4147,Hai Phong,76
4148,Havana Harbor,76
4149,"Helen Delich Bentley Port of Baltimore, Maryland",76
4150,"Howland Hook Marine Terminal, Staten Island, New York",76
4151,Kaliningrad Sea Commercial Port,76
4152,Kalundborg,76
4153,Karachi International container terminal,76
4154,Karachi Port,76
4155,"King Abdul Aziz Sea Port, Dammam",76
4156,"Kingston Container Terminal (Port of Kingston), Kingston",76
4157,LÃ¼beck Hafen-Gesellschaft,76
4158,London Gateway,76
4159,Louisiana International Gulf Transfer Terminal Regional Center,76
4160,"Malta Freeport, Birzebbuga",76
4161,Manzanillo International Terminal,76
4162,Marseille-Fos Port,76
4163,Muscat,76
4164,Nantes â€“ Saint Nazaire Port,76
4165,Napier Port,76
4166,"Newport News Marine Terminal, Newport News, Virginia",76
4167,"Norfolk International Terminals, Norfolk, Virginia",76
4168,PAKISTAN INTERNATIONAL BULK TERMINAL LIMITED,76
4169,PEARL TCDT,76
4170,Port Botany,76
4171,"Port Everglades, Florida",76
4172,"Port Jersey Marine Terminal, Jersey City, New Jersey",76
4173,Port Klang,76
4174,Port Metro Vancouver,76
4175,Port Nelson,76
4176,"Port Newark-Elizabeth Marine Terminal, New Jersey",76
4177,Port of Ä°skenderun,76
4178,"Port of AlcÃ¢ntara, Lisbon",76
4179,Port of Alexandroupoli,76
4180,Port of Algeciras,76
4181,Port of AmbarlÄ±,76
4182,Port of Amsterdam,76
4183,"Port of Anchorage, Alaska",76
4184,Port of Antalya,76
4185,Port of Antofagasta,76
4186,Port of Antwerp,76
4187,"Port of Apapa, Lagos",76
4188,Port of Aqaba,76
4189,"Port of Arica, Arica",76
4190,Port of Balboa,76
4191,Port of Bandar-Abbas,76
4192,Port of Bangkok,76
4193,"Port of Barranquilla, Cartagena",76
4194,Port of Beira,76
4195,"Port of Belawan, Medan",76
4196,Port of Belfast,76
4197,Port of Bergen,76
4198,Port of Bilbao,76
4199,"Port of Boston, Massachusetts",76
4200,Port of Bremen/Bremerhaven,76
4201,Port of Brisbane,76
4202,Port of Buenaventura,76
4203,Port of Buenos Aires,76
4204,Port of Cabinda,76
4205,"Port of Callao, Lima",76
4206,Port of Centro,76
4207,Port of Chennai,76
4208,Port of Chittagong,76
4209,"Port of Cirebon, Cirebon",76
4210,Port of Civitavecchia,76
4211,Port of Colombo,76
4212,Port of Cork,76
4213,Port of Coronel,76
4214,Port of Dakar,76
4215,Port of Dalian,76
4216,Port of Dar Es Salaam,76
4217,Port of Djen Djen,76
4218,Port of Djibouti,76
4219,Port of Dock Sud,76
4220,Port of Dunkirk,76
4221,Port of Durban,76
4222,Port of Durres,76
4223,Port of Felixstowe,76
4224,Port of Fremantle,76
4225,Port of Fukuoka,76
4226,"Port of Galveston, Texas",76
4227,"Port of Gemlik, Gemlik",76
4228,Port of Genoa,76
4229,Port of Gioia Tauro,76
4230,Port of Gothenburg,76
4231,Port of Guangzhou,76
4232,Port of Haifa,76
4233,Port of Halifax,76
4234,Port of Hamad,76
4235,Port of Hamburg,76
4236,Port of Hamina-Kotka,76
4237,Port of Helsinki,76
4238,Port of Heraklion,76
4239,Port of Hiroshima,76
4240,Port of Hong Kong,76
4241,"Port of Honolulu, Hawaii",76
4242,"Port of Hueneme, California",76
4243,Port of Ilo,76
4244,Port of Immingham,76
4245,Port of Incheon,76
4246,Port of Iquique,76
4247,Port of Istanbul,76
4248,Port of Jubail (King Fahad Industrial Port),76
4249,Port of Kaohsiung,76
4250,Port of Kavala,76
4251,Port of KlaipÄ—da,76
4252,Port of Kobe,76
4253,Port of Kocaeli,76
4254,Port of Kochi,76
4255,Port of Kolkata (Syama Prasad Mookerjee Port),76
4256,Port of Krishnapatnam,76
4257,Port of La Spezia,76
4258,Port of LÃ¡zaro CÃ¡rdenas,76
4259,Port of Las Palmas,76
4260,Port of Lianyungang,76
4261,Port of Limassol,76
4262,Port of Lirquen,76
4263,Port of Livorno/Leghorn,76
4264,Port of Lobito,76
4265,"Port of Long Beach, California",76
4266,"Port of Los Angeles, California",76
4267,Port of Luanda,76
4268,"Port of Makassar, Makassar",76
4269,Port of Manila,76
4270,Port of Manzanillo,76
4271,Port of Maputo,76
4272,Port of Matarani,76
4273,Port of Mazatlan,76
4274,"Port of Mobile, Alabama",76
4275,Port of Mombasa,76
4276,Port of Morelos,76
4277,Port of Mundra,76
4278,Port of Namibe,76
4279,"Port of New Orleans, Louisiana",76
4280,Port of Ngqura,76
4281,Port of Nhava Sheva (Jawaharlal Nehru Port),76
4282,"Port of Oakland, California",76
4283,Port of Odesa,76
4284,Port of Osaka,76
4285,Port of Oslo,76
4286,Port of Palermo,76
4287,Port of Pangaon,76
4288,Port of Paramaribo,76
4289,Port of ParanaguÃ¡,76
4290,Port of Pipavav,76
4291,Port of PloÄ?e,76
4292,Port of Pori,76
4293,Port of Port Elizabeth,76
4294,"Port of Port Lavaca, Texas",76
